Time,Current
2.17,2.408768370508582
2.18,2.1288964578253626
2.19,1.8406227634233907
2.2,1.545084971874731
2.21,1.2434494358242782
2.22,0.9369065729286207
2.23,0.6266661678215204
2.24,0.313952597646559
2.25,2.7554552980815448e-15
2.26,-0.3139525976465535
2.27,-0.6266661678215149
2.28,-0.9369065729286152
2.29,-1.243449435824273
2.3,-1.545084971874726
2.31,-1.8406227634233854
2.32,-2.1288964578253573
2.33,-2.408768370508577
2.34,-2.6791339748949743
2.35,-2.9389262614623632
2.36,-3.1871199487434447
2.37,-3.422735529643445
2.38,-3.644843137107052
2.39,-3.8525662138789456
2.4,-4.0450849718747355
2.41,-4.221639627510077
2.42,-4.381533400219315
2.43,-4.524135262330098
2.44,-4.648882429441256
2.45,-4.75528258147577
2.46,-4.8429158056431545
2.47,-4.911436253643443
2.48,-4.9605735065723895
2.49,-4.990133642141358
2.5,-5.0
2.51,-4.990133642141359
2.52,-4.9605735065723895
2.53,-4.911436253643445
2.54,-4.842915805643156
2.55,-4.755282581475772
2.56,-4.648882429441255
2.57,-4.5241352623301045
2.58,-4.381533400219318
2.59,-4.221639627510076
2.6,-4.045084971874739
2.61,-3.852566213878949
2.62,-3.6448431371070624
2.63,-3.42273552964345
2.64,-3.1871199487434425
2.65,-2.9389262614623757
2.66,-2.67913397489498
2.67,-2.4087683705085747
2.68,-2.128896457825363
2.69,-1.8406227634233914
2.7,-1.5450849718747404
2.71,-1.243449435824279
2.72,-0.9369065729286125
2.73,-0.62666616782153
2.74,-0.3139525976465596
2.75,-1.2249562894656472e-14
2.76,0.31395259764655287
2.77,0.6266661678215231
2.78,0.9369065729286058
2.79,1.2434494358242723
2.8,1.545084971874734
2.81,1.840622763423385
2.82,2.128896457825357
2.83,2.4087683705085685
2.84,2.6791339748949743
2.85,2.9389262614623703
2.86,3.1871199487434376
2.87,3.422735529643445
2.88,3.644843137107058
2.89,3.852566213878945
2.9,4.045084971874735
2.91,4.221639627510073
2.92,4.381533400219315
2.93,4.524135262330101
2.94,4.648882429441253
2.95,4.755282581475769
2.96,4.842915805643156
2.97,4.911436253643443
2.98,4.9605735065723895
2.99,4.990133642141358
3.0,5.0
3.01,4.990133642141358
3.02,4.9605735065723895
3.03,4.911436253643445
3.04,4.842915805643158
3.05,4.755282581475772
3.06,4.648882429441255
3.07,4.5241352623301045
3.08,4.381533400219318
3.09,4.2216396275100765
3.1,4.04508497187474
3.11,3.8525662138789496
3.12,3.644843137107063
3.13,3.42273552964345
3.14,3.187119948743443
3.15,2.9389262614623757
3.16,2.6791339748949805
3.17,2.408768370508575
3.18,2.1288964578253635
3.19,1.8406227634233918
3.2,1.5450849718747408
3.21,1.2434494358242796
3.22,0.936906572928613
3.23,0.6266661678215304
3.24,0.3139525976465602
3.25,-4.901682099772354e-15
3.26,-0.31395259764655226
3.27,-0.6266661678215225
3.28,-0.9369065729286052
3.29,-1.2434494358242718
3.3,-1.5450849718747333
3.31,-1.8406227634233843
3.32,-2.1288964578253564
3.33,-2.408768370508568
3.34,-2.679133974894974
3.35,-2.9389262614623695
3.36,-3.187119948743437
3.37,-3.422735529643444
3.38,-3.644843137107057
3.39,-3.8525662138789447
3.4,-4.045084971874735
3.41,-4.221639627510072
3.42,-4.381533400219314
3.43,-4.524135262330101
3.44,-4.648882429441253
3.45,-4.755282581475769
3.46,-4.842915805643156
3.47,-4.911436253643443
3.48,-4.960573506572389
3.49,-4.990133642141358
3.5,-5.0
3.51,-4.990133642141358
3.52,-4.9605735065723895
3.53,-4.911436253643445
3.54,-4.842915805643159
3.55,-4.755282581475772
3.56,-4.648882429441256
3.57,-4.5241352623301045
3.58,-4.381533400219318
3.59,-4.221639627510077
3.6,-4.04508497187474
3.61,-3.85256621387895
3.62,-3.6448431371070633
3.63,-3.4227355296434503
3.64,-3.187119948743444
3.65,-2.938926261462376
3.66,-2.679133974894981
3.67,-2.4087683705085756
3.68,-2.128896457825364
3.69,-1.8406227634233923
3.7,-1.5450849718747415
3.71,-1.24344943582428
3.72,-0.9369065729286137
3.73,-0.6266661678215311
3.74,-0.3139525976465608
3.75,-1.3474209693803827e-14
3.76,0.3139525976465517
3.77,0.626666167821522
3.78,0.9369065729286047
3.79,1.2434494358242711
3.8,1.5450849718747328
3.81,1.8406227634233838
3.82,2.128896457825356
3.83,2.4087683705085676
3.84,2.6791339748949734
3.85,2.938926261462369
3.86,3.1871199487434367
3.87,3.4227355296434436
3.88,3.6448431371070567
3.89,3.8525662138789443
3.9,4.045084971874735
3.91,4.221639627510072
3.92,4.381533400219314
3.93,4.524135262330101
3.94,4.648882429441253
3.95,4.755282581475769
3.96,4.842915805643156
3.97,4.911436253643443
3.98,4.960573506572389
3.99,4.990133642141358
4.0,5.0
4.01,4.990133642141358
4.02,4.960573506572393
4.03,4.911436253643442
4.04,4.842915805643159
4.05,4.755282581475772
4.06,4.6488824294412625
4.07,4.524135262330097
4.08,4.381533400219318
4.09,4.221639627510077
4.1,4.045084971874751
4.11,3.852566213878939
4.12,3.6448431371070633
4.13,3.4227355296434507
4.14,3.187119948743458
4.15,2.9389262614623624
4.16,2.679133974894982
4.17,2.408768370508576
4.18,2.128896457825381
4.19,1.8406227634233763
4.2,1.545084971874742
4.21,1.2434494358242807
4.22,0.9369065729286318
4.23,0.6266661678215141
4.24,0.31395259764656147
4.25,-3.6770353006250014e-15
4.26,-0.31395259764655103
4.27,-0.6266661678215036
4.28,-0.9369065729286215
4.29,-1.2434494358242705
4.3,-1.545084971874732
4.31,-1.840622763423367
4.32,-2.1288964578253715
4.33,-2.408768370508567
4.34,-2.679133974894973
4.35,-2.938926261462354
4.36,-3.18711994874345
4.37,-3.4227355296434436
4.38,-3.6448431371070567
4.39,-3.8525662138789323
4.4,-4.045084971874744
4.41,-4.221639627510071
4.42,-4.381533400219314
4.43,-4.524135262330093
4.44,-4.648882429441259
4.45,-4.755282581475769
4.46,-4.842915805643156
4.47,-4.911436253643441
4.48,-4.960573506572391
4.49,-4.990133642141358
4.5,-5.0
4.51,-4.990133642141358
4.52,-4.960573506572393
4.53,-4.911436253643442
4.54,-4.842915805643159
4.55,-4.755282581475772
4.56,-4.6488824294412625
4.57,-4.524135262330098
4.58,-4.381533400219319
4.59,-4.221639627510077
4.6,-4.045084971874751
4.61,-3.85256621387894
4.62,-3.6448431371070638
4.63,-3.422735529643451
4.64,-3.187119948743459
4.65,-2.938926261462363
4.66,-2.679133974894982
4.67,-2.4087683705085765
4.68,-2.1288964578253813
4.69,-1.8406227634233767
4.7,-1.5450849718747426
4.71,-1.2434494358242811
4.72,-0.9369065729286323
4.73,-0.6266661678215146
4.74,-0.313952597646562
4.75,-1.4698856492951178e-14
4.76,0.3139525976465504
4.77,0.6266661678215031
4.78,0.9369065729286209
4.79,1.24344943582427
4.8,1.5450849718747315
4.81,1.8406227634233663
4.82,2.1288964578253706
4.83,2.4087683705085667
4.84,2.679133974894972
4.85,2.9389262614623535
4.86,3.187119948743449
4.87,3.422735529643443
4.88,3.644843137107056
4.89,3.8525662138789323
4.9,4.0450849718747435
4.91,4.221639627510071
4.92,4.381533400219314
4.93,4.524135262330093
4.94,4.648882429441259
4.95,4.755282581475769
4.96,4.842915805643156
4.97,4.91143625364344
4.98,4.960573506572391
4.99,4.990133642141358
